link,ph 1,ph2,ph3,ph4,ph5
https://bacdive.dsmz.de/strain/133605,"('Ref.: #29716', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/13772,"('Ref.: #29740', 'growth', '4.5-8.0')",,,,
https://bacdive.dsmz.de/strain/8051,"('Ref.: #29761', 'growth', '7.1-8.1')",,,,
https://bacdive.dsmz.de/strain/3835,"('Ref.: #29773', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/16679,"('Ref.: #29775', 'growth', '5.7-7.7')",,,,
https://bacdive.dsmz.de/strain/13857,"('Ref.: #29791', 'optimum', '6.5-7.5')",,,,
https://bacdive.dsmz.de/strain/6950,"('Ref.: #29798', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/4155,"('Ref.: #29802', 'optimum', '6.7-7.0')","('Ref.: #29802', 'growth', '6.0-8.0')",,,
https://bacdive.dsmz.de/strain/11656,"('Ref.: #29814', 'growth', '4.0-8.0')",,,,
https://bacdive.dsmz.de/strain/17826,"('Ref.: #29815', 'growth', '4.0-9.0')",,,,
https://bacdive.dsmz.de/strain/17856,"('Ref.: #29819', 'growth', '4.5-5.5')",,,,
https://bacdive.dsmz.de/strain/17889,"('Ref.: #29837', 'optimum', '7.0-7.5')","('Ref.: #29837', 'growth', '6.5-8.5')",,,
https://bacdive.dsmz.de/strain/13788,"('Ref.: #29847', 'growth', '6.5-9.0')",,,,
https://bacdive.dsmz.de/strain/6952,"('Ref.: #29854', 'growth', '5.5-9.0')",,,,
https://bacdive.dsmz.de/strain/1207,"('Ref.: #29872', 'growth', '3.5-7.0')",,,,
https://bacdive.dsmz.de/strain/14351,"('Ref.: #29882', 'optimum', '6.5-7.5')",,,,
https://bacdive.dsmz.de/strain/14352,"('Ref.: #29882', 'optimum', '6.5-7.5')",,,,
https://bacdive.dsmz.de/strain/16411,"('Ref.: #29899', 'growth', '4.3-7.3')",,,,
https://bacdive.dsmz.de/strain/1569,"('Ref.: #29901', 'growth', '6.5-9.0')",,,,
https://bacdive.dsmz.de/strain/133645,"('Ref.: #29905', 'growth', '5.5-9.0')",,,,
https://bacdive.dsmz.de/strain/11118,"('Ref.: #29907', 'growth', '6.0-7.0')",,,,
https://bacdive.dsmz.de/strain/133646,"('Ref.: #29913', 'growth', '4.0-8.0')",,,,
https://bacdive.dsmz.de/strain/3899,"('Ref.: #29916', 'optimum', '6.0-7.0')",,,,
https://bacdive.dsmz.de/strain/1257,"('Ref.: #29918', 'growth', '4.5-9.0')",,,,
https://bacdive.dsmz.de/strain/13485,"('Ref.: #29924', 'growth', '5.0-9.0')",,,,
https://bacdive.dsmz.de/strain/3946,"('Ref.: #29936', 'growth', '6.6-7.8')",,,,
https://bacdive.dsmz.de/strain/24302,"('Ref.: #29955', 'growth', '6.0-8.9')",,,,
https://bacdive.dsmz.de/strain/6156,"('Ref.: #29960', 'growth', '5.2-8.0')",,,,
https://bacdive.dsmz.de/strain/10427,"('Ref.: #29965', 'optimum', '6.9-7.1')","('Ref.: #29965', 'growth', '6.5-7.4')",,,
https://bacdive.dsmz.de/strain/17640,"('Ref.: #29984', 'growth', '4.9-7.2')",,,,
https://bacdive.dsmz.de/strain/6238,"('Ref.: #29985', 'optimum', '8.0-9.5')",,,,
https://bacdive.dsmz.de/strain/17505,"('Ref.: #29999', 'growth', '6.2-9.5')",,,,
https://bacdive.dsmz.de/strain/133662,"('Ref.: #30005', 'optimum', '6.0-7.0')",,,,
https://bacdive.dsmz.de/strain/3986,"('Ref.: #30007', 'optimum', '6.8-7.1')",,,,
https://bacdive.dsmz.de/strain/16748,"('Ref.: #30013', 'growth', '5.0-9.0')",,,,
https://bacdive.dsmz.de/strain/10447,"('Ref.: #30017', 'growth', '5.5-9.0')",,,,
https://bacdive.dsmz.de/strain/11851,"('Ref.: #30019', 'growth', '5.0-8.0')",,,,
https://bacdive.dsmz.de/strain/13684,"('Ref.: #30027', 'growth', '7.0-8.0')",,,,
https://bacdive.dsmz.de/strain/1570,"('Ref.: #30028', 'optimum', '8.0-8.5')",,,,
https://bacdive.dsmz.de/strain/16711,"('Ref.: #30037', 'growth', '5.9-8.7')",,,,
https://bacdive.dsmz.de/strain/133668,"('Ref.: #30040', 'growth', '5.0-8.0')",,,,
https://bacdive.dsmz.de/strain/7787,"('Ref.: #30044', 'growth', '7.0-8.0')",,,,
https://bacdive.dsmz.de/strain/557,"('Ref.: #30055', 'growth', '7.0-8.0')",,,,
https://bacdive.dsmz.de/strain/2349,"('Ref.: #30056', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/133673,"('Ref.: #30061', 'growth', '5.0-8.0')",,,,
https://bacdive.dsmz.de/strain/16822,"('Ref.: #30068', 'optimum', '6.8-7.0')","('Ref.: #30068', 'growth', '5.5-8.5')",,,
https://bacdive.dsmz.de/strain/23100,"('Ref.: #30081', 'optimum', '5.8-6.5')","('Ref.: #30081', 'growth', '4.2-8.0')",,,
https://bacdive.dsmz.de/strain/24507,"('Ref.: #30084', 'optimum', '7.0-8.0')",,,,
https://bacdive.dsmz.de/strain/6218,"('Ref.: #30102', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/17002,"('Ref.: #30114', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/133678,"('Ref.: #30124', 'optimum', '7.0-8.0')",,,,
https://bacdive.dsmz.de/strain/133680,"('Ref.: #30130', 'optimum', '7.0-8.0')",,,,
https://bacdive.dsmz.de/strain/130153,"('Ref.: #30138', 'optimum', '5.0-7.5')",,,,
https://bacdive.dsmz.de/strain/16414,"('Ref.: #30145', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/17891,"('Ref.: #30152', 'optimum', '6.1-7.1')","('Ref.: #30152', 'growth', '5.1-7.1')",,,
https://bacdive.dsmz.de/strain/13275,"('Ref.: #30153', 'growth', '5.0-8.0')",,,,
https://bacdive.dsmz.de/strain/425,"('Ref.: #30160', 'growth', '2.0-6.0')",,,,
https://bacdive.dsmz.de/strain/13685,"('Ref.: #30164', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/13687,"('Ref.: #30164', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/133691,"('Ref.: #30170', 'growth', '4.5-9.0')",,,,
https://bacdive.dsmz.de/strain/5636,"('Ref.: #30171', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/509,"('Ref.: #30178', 'growth', '5.5-8.3')",,,,
https://bacdive.dsmz.de/strain/133694,"('Ref.: #30179', 'optimum', '7.0-7.5')",,,,
https://bacdive.dsmz.de/strain/6117,"('Ref.: #30186', 'growth', '4.5-9.0')",,,,
https://bacdive.dsmz.de/strain/11340,"('Ref.: #30232', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/16810,"('Ref.: #30244', 'growth', '4.8-8.6')",,,,
https://bacdive.dsmz.de/strain/23709,"('Ref.: #30250', 'growth', '4.5-8.5')",,,,
https://bacdive.dsmz.de/strain/11154,"('Ref.: #30253', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/22898,"('Ref.: #30254', 'growth', '3.5-6.5')",,,,
https://bacdive.dsmz.de/strain/22899,"('Ref.: #30254', 'growth', '3.5-6.5')","('Ref.: #26596', 'growth', '3.5-6.5')",,,
https://bacdive.dsmz.de/strain/22901,"('Ref.: #30254', 'growth', '3.5-6.5')","('Ref.: #26596', 'growth', '3.5-6.5')",,,
https://bacdive.dsmz.de/strain/133714,"('Ref.: #30256', 'optimum', '7.0-8.0')","('Ref.: #30256', 'growth', '6.0-9.0')",,,
https://bacdive.dsmz.de/strain/133717,"('Ref.: #30262', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/17631,"('Ref.: #30266', 'growth', '5.5-9.0')",,,,
https://bacdive.dsmz.de/strain/11660,"('Ref.: #30269', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/133720,"('Ref.: #30271', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/23056,"('Ref.: #30271', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/133723,"('Ref.: #30279', 'growth', '6.9-9.3')",,,,
https://bacdive.dsmz.de/strain/133724,"('Ref.: #30288', 'growth', '5.5-7.5')",,,,
https://bacdive.dsmz.de/strain/5587,"('Ref.: #30293', 'growth', '6.5-9.5')",,,,
https://bacdive.dsmz.de/strain/4188,"('Ref.: #30302', 'growth', '3.5-5.5')",,,,
https://bacdive.dsmz.de/strain/1496,"('Ref.: #30306', 'optimum', '7.5-8.0')","('Ref.: #30306', 'growth', '6.0-9.0')",,,
https://bacdive.dsmz.de/strain/133729,"('Ref.: #30309', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/18152,"('Ref.: #30317', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/133731,"('Ref.: #30322', 'growth', '5.5-7.5')",,,,
https://bacdive.dsmz.de/strain/17885,"('Ref.: #30334', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/133737,"('Ref.: #30339', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/17854,"('Ref.: #30394', 'growth', '6.5-7.4')",,,,
https://bacdive.dsmz.de/strain/17648,"('Ref.: #30419', 'growth', '4.5-8.5')",,,,
https://bacdive.dsmz.de/strain/133765,"('Ref.: #30434', 'growth', '6.0-7.5')",,,,
https://bacdive.dsmz.de/strain/5982,"('Ref.: #30446', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/4178,"('Ref.: #30462', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/133780,"('Ref.: #30473', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/23064,"('Ref.: #30480', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/13761,"('Ref.: #30483', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/23456,"('Ref.: #30484', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/18151,"('Ref.: #30543', 'growth', '5.5-7.5')",,,,
https://bacdive.dsmz.de/strain/133813,"('Ref.: #30571', 'growth', '6.5-9.5')",,,,
https://bacdive.dsmz.de/strain/11342,"('Ref.: #30584', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/23031,"('Ref.: #30588', 'growth', '6.5-7.5')",,,,
https://bacdive.dsmz.de/strain/24794,"('Ref.: #30592', 'growth', '5.6-7.7')",,,,
https://bacdive.dsmz.de/strain/22933,"('Ref.: #30593', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/23278,"('Ref.: #30596', 'growth', '6.5-7.5')",,,,
https://bacdive.dsmz.de/strain/24065,"('Ref.: #30614', 'growth', '5.2-9.4')",,,,
https://bacdive.dsmz.de/strain/132144,"('Ref.: #30617', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/23149,"('Ref.: #30624', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/131262,"('Ref.: #30634', 'growth', '6.5-9.0')",,,,
https://bacdive.dsmz.de/strain/23331,"('Ref.: #30656', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/23739,"('Ref.: #30658', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/23082,"('Ref.: #30672', 'growth', '5.8-8.7')",,,,
https://bacdive.dsmz.de/strain/132917,"('Ref.: #30693', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/24525,"('Ref.: #30709', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/133866,"('Ref.: #30712', 'growth', '5.5-7.5')",,,,
https://bacdive.dsmz.de/strain/130608,"('Ref.: #30728', 'growth', '5.5-7.5')",,,,
https://bacdive.dsmz.de/strain/22990,"('Ref.: #30733', 'growth', '6.2-7.9')",,,,
https://bacdive.dsmz.de/strain/133877,"('Ref.: #30749', 'growth', '5.5-7.5')",,,,
https://bacdive.dsmz.de/strain/133878,"('Ref.: #30750', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/133879,"('Ref.: #30751', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/22991,"('Ref.: #30756', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/133883,"('Ref.: #30761', 'growth', '5.5-7.5')",,,,
https://bacdive.dsmz.de/strain/24787,"('Ref.: #30765', 'growth', '6.5-8.0')",,,,
https://bacdive.dsmz.de/strain/24788,"('Ref.: #30765', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/131260,"('Ref.: #30769', 'growth', '5.0-9.0')",,,,
https://bacdive.dsmz.de/strain/24346,"('Ref.: #30771', 'optimum', '6.0-7.5')",,,,
https://bacdive.dsmz.de/strain/133886,"('Ref.: #30773', 'growth', '5.4-8.3')",,,,
https://bacdive.dsmz.de/strain/22934,"('Ref.: #30789', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/782,"('Ref.: #30816', 'growth', '4.2-7.5')",,,,
https://bacdive.dsmz.de/strain/23150,"('Ref.: #30817', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/23491,"('Ref.: #30823', 'growth', '5.0-8.0')",,,,
https://bacdive.dsmz.de/strain/23120,"('Ref.: #30829', 'growth', '5.0-9.0')",,,,
https://bacdive.dsmz.de/strain/133902,"('Ref.: #30833', 'growth', '6.0-8.5')",,,,
https://bacdive.dsmz.de/strain/24439,"('Ref.: #30834', 'growth', '5.0-9.0')",,,,
https://bacdive.dsmz.de/strain/132151,"('Ref.: #30839', 'growth', '3.8-7.3')",,,,
https://bacdive.dsmz.de/strain/24770,"('Ref.: #30840', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/133911,"('Ref.: #30855', 'growth', '4.5-9.0')",,,,
https://bacdive.dsmz.de/strain/24746,"('Ref.: #30856', 'growth', '5.5-7.5')",,,,
https://bacdive.dsmz.de/strain/133914,"('Ref.: #30867', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/133915,"('Ref.: #30868', 'growth', '5.5-8.0')",,,,
https://bacdive.dsmz.de/strain/133916,"('Ref.: #30870', 'growth', '6.5-8.0')",,,,
https://bacdive.dsmz.de/strain/24797,"('Ref.: #30875', 'growth', '5.5-8.0')",,,,
https://bacdive.dsmz.de/strain/23284,"('Ref.: #30877', 'growth', '4.5-8.5')",,,,
https://bacdive.dsmz.de/strain/133922,"('Ref.: #30880', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/133923,"('Ref.: #30882', 'growth', '6.0-9.5')",,,,
https://bacdive.dsmz.de/strain/133925,"('Ref.: #30884', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/24035,"('Ref.: #30891', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/24271,"('Ref.: #30892', 'growth', '4.5-8.0')",,,,
https://bacdive.dsmz.de/strain/23455,"('Ref.: #30893', 'growth', '5.6-7.9')",,,,
https://bacdive.dsmz.de/strain/23710,"('Ref.: #30896', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/133930,"('Ref.: #30901', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/133931,"('Ref.: #30902', 'growth', '7.0-8.5')",,,,
https://bacdive.dsmz.de/strain/133937,"('Ref.: #30913', 'growth', '7.0-9.0')",,,,
https://bacdive.dsmz.de/strain/133938,"('Ref.: #30914', 'growth', '6.0-9.5')",,,,
https://bacdive.dsmz.de/strain/133939,"('Ref.: #30915', 'growth', '4.5-9.5')",,,,
https://bacdive.dsmz.de/strain/133943,"('Ref.: #30923', 'growth', '5.5-9.0')",,,,
https://bacdive.dsmz.de/strain/133949,"('Ref.: #30930', 'growth', '3.8-9.5')",,,,
https://bacdive.dsmz.de/strain/133951,"('Ref.: #30933', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/133952,"('Ref.: #30934', 'growth', '6.0-9.5')",,,,
https://bacdive.dsmz.de/strain/23268,"('Ref.: #30951', 'growth', '4.0-8.0')",,,,
https://bacdive.dsmz.de/strain/24031,"('Ref.: #30952', 'growth', '5.4-8.4')",,,,
https://bacdive.dsmz.de/strain/133959,"('Ref.: #30953', 'growth', '6.5-9.5')",,,,
https://bacdive.dsmz.de/strain/133960,"('Ref.: #30954', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/133963,"('Ref.: #30963', 'growth', '5.5-9.0')",,,,
https://bacdive.dsmz.de/strain/24683,"('Ref.: #30964', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/131263,"('Ref.: #30966', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/130462,"('Ref.: #30967', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/133965,"('Ref.: #30968', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/130677,"('Ref.: #30969', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/133966,"('Ref.: #30970', 'growth', '5.5-9.0')",,,,
https://bacdive.dsmz.de/strain/133967,"('Ref.: #30972', 'growth', '5.0-8.0')",,,,
https://bacdive.dsmz.de/strain/133972,"('Ref.: #30978', 'growth', '5.0-8.0')",,,,
https://bacdive.dsmz.de/strain/24101,"('Ref.: #30979', 'growth', '6.7-8.0')",,,,
https://bacdive.dsmz.de/strain/133979,"('Ref.: #30989', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/24619,"('Ref.: #30995', 'growth', '5.0-9.0')",,,,
https://bacdive.dsmz.de/strain/24088,"('Ref.: #30997', 'growth', '4.5-6.8')",,,,
https://bacdive.dsmz.de/strain/133984,"('Ref.: #30998', 'growth', '6.0-8.5')",,,,
https://bacdive.dsmz.de/strain/24062,"('Ref.: #31001', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/133986,"('Ref.: #31002', 'growth', '6.5-9.0')",,,,
https://bacdive.dsmz.de/strain/24173,"('Ref.: #31003', 'growth', '4.0-9.0')",,,,
https://bacdive.dsmz.de/strain/24014,"('Ref.: #31008', 'growth', '6.0-9.5')",,,,
https://bacdive.dsmz.de/strain/24486,"('Ref.: #31010', 'growth', '6.0-8.5')",,,,
https://bacdive.dsmz.de/strain/133988,"('Ref.: #31012', 'growth', '6.0-9.5')",,,,
https://bacdive.dsmz.de/strain/133989,"('Ref.: #31014', 'growth', '5.0-9.0')",,,,
https://bacdive.dsmz.de/strain/130609,"('Ref.: #31016', 'growth', '5.5-8.0')",,,,
https://bacdive.dsmz.de/strain/133991,"('Ref.: #31017', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/133999,"('Ref.: #31028', 'growth', '6.0-9.3')",,,,
https://bacdive.dsmz.de/strain/134003,"('Ref.: #31033', 'growth', '5.0-8.0')",,,,
https://bacdive.dsmz.de/strain/134006,"('Ref.: #31038', 'growth', '5.0-9.0')",,,,
https://bacdive.dsmz.de/strain/134007,"('Ref.: #31039', 'growth', '5.5-9.0')",,,,
https://bacdive.dsmz.de/strain/24651,"('Ref.: #31040', 'growth', '5.2-9.2')",,,,
https://bacdive.dsmz.de/strain/24785,"('Ref.: #31043', 'growth', '4.1-6.0')",,,,
https://bacdive.dsmz.de/strain/24237,"('Ref.: #31044', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/24236,"('Ref.: #31044', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/24189,"('Ref.: #31046', 'growth', '5.0-8.0')",,,,
https://bacdive.dsmz.de/strain/134010,"('Ref.: #31050', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/24500,"('Ref.: #31051', 'growth', '5.0-9.0')",,,,
https://bacdive.dsmz.de/strain/134014,"('Ref.: #31061', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/134015,"('Ref.: #31062', 'growth', '6.0-9.5')",,,,
https://bacdive.dsmz.de/strain/134016,"('Ref.: #31064', 'growth', '5.5-9.0')",,,,
https://bacdive.dsmz.de/strain/130672,"('Ref.: #31068', 'growth', '6.5-7.5')",,,,
https://bacdive.dsmz.de/strain/23862,"('Ref.: #31069', 'growth', '6.0-8.5')",,,,
https://bacdive.dsmz.de/strain/131264,"('Ref.: #31070', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/134017,"('Ref.: #31071', 'growth', '3.0-6.8')",,,,
https://bacdive.dsmz.de/strain/134019,"('Ref.: #31071', 'growth', '3.0-6.8')",,,,
https://bacdive.dsmz.de/strain/134018,"('Ref.: #31071', 'growth', '3.0-6.8')",,,,
https://bacdive.dsmz.de/strain/24773,"('Ref.: #31075', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/134027,"('Ref.: #31085', 'growth', '5.5-7.5')",,,,
https://bacdive.dsmz.de/strain/134028,"('Ref.: #31086', 'growth', '5.0-8.5')",,,,
https://bacdive.dsmz.de/strain/134029,"('Ref.: #31089', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/24301,"('Ref.: #31091', 'growth', '6.0-7.3')",,,,
https://bacdive.dsmz.de/strain/134030,"('Ref.: #31092', 'growth', '6.5-9.5')",,,,
https://bacdive.dsmz.de/strain/6642,"('Ref.: #31094', 'growth', '3.5-8.0')",,,,
https://bacdive.dsmz.de/strain/132159,"('Ref.: #31095', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/24739,"('Ref.: #31097', 'growth', '6.5-8.0')",,,,
https://bacdive.dsmz.de/strain/24644,"('Ref.: #31101', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/23327,"('Ref.: #31102', 'growth', '4.0-8.0')",,,,
https://bacdive.dsmz.de/strain/134034,"('Ref.: #31103', 'growth', '6.0-9.1')",,,,
https://bacdive.dsmz.de/strain/134033,"('Ref.: #31103', 'growth', '6.2-9.1')",,,,
https://bacdive.dsmz.de/strain/24744,"('Ref.: #31105', 'growth', '6.4-8.4')",,,,
https://bacdive.dsmz.de/strain/24495,"('Ref.: #31107', 'growth', '5.5-8.5')",,,,
https://bacdive.dsmz.de/strain/24180,"('Ref.: #31108', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/134035,"('Ref.: #31109', 'growth', '6.5-9.0')",,,,
https://bacdive.dsmz.de/strain/24803,"('Ref.: #31110', 'growth', '6.0-7.0')",,,,
https://bacdive.dsmz.de/strain/134036,"('Ref.: #31111', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/134037,"('Ref.: #31112', 'growth', '7.0-9.0')",,,,
https://bacdive.dsmz.de/strain/24039,"('Ref.: #31113', 'growth', '5.0-8.0')",,,,
https://bacdive.dsmz.de/strain/134038,"('Ref.: #31114', 'growth', '5.0-8.0')",,,,
https://bacdive.dsmz.de/strain/24259,"('Ref.: #31121', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/23167,"('Ref.: #31121', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/134041,"('Ref.: #31122', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/134044,"('Ref.: #31126', 'growth', '6.5-9.5')",,,,
https://bacdive.dsmz.de/strain/134051,"('Ref.: #31141', 'optimum', '7.0-7.5')","('Ref.: #31141', 'growth', '6.5-8.0')",,,
https://bacdive.dsmz.de/strain/24804,"('Ref.: #31142', 'growth', '5.6-9.0')",,,,
https://bacdive.dsmz.de/strain/134054,"('Ref.: #31145', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/24159,"('Ref.: #31146', 'growth', '5.8-8.2')",,,,
https://bacdive.dsmz.de/strain/24083,"('Ref.: #31150', 'growth', '6.5-9.5')",,,,
https://bacdive.dsmz.de/strain/24457,"('Ref.: #31162', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/134066,"('Ref.: #31165', 'growth', '6.5-9.5')",,,,
https://bacdive.dsmz.de/strain/134069,"('Ref.: #31167', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/134071,"('Ref.: #31172', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/134072,"('Ref.: #31173', 'growth', '5.0-9.0')",,,,
https://bacdive.dsmz.de/strain/134074,"('Ref.: #31176', 'growth', '6.0-8.0')",,,,
https://bacdive.dsmz.de/strain/17897,"('Ref.: #31183', 'optimum', '7.3-7.8')","('Ref.: #31183', 'growth', '6.5-8.2')",,,
https://bacdive.dsmz.de/strain/7442,"('Ref.: #31204', 'optimum', '7.2-7.4')",,,,
https://bacdive.dsmz.de/strain/5953,"('Ref.: #31210', 'growth', '6.8-8.5')",,,,
https://bacdive.dsmz.de/strain/3947,"('Ref.: #31235', 'growth', '6.2-8.0')",,,,
https://bacdive.dsmz.de/strain/6043,"('Ref.: #31237', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/11217,"('Ref.: #31248', 'growth', '6.0-9.0')",,,,
https://bacdive.dsmz.de/strain/2829,"('Ref.: #31249', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/397,"('Ref.: #31263', 'growth', '5.5-8.0')",,,,
https://bacdive.dsmz.de/strain/396,"('Ref.: #31263', 'growth', '5.5-8.0')",,,,
https://bacdive.dsmz.de/strain/17167,"('Ref.: #31273', 'growth', '6.5-7.7')",,,,
https://bacdive.dsmz.de/strain/7205,"('Ref.: #31286', 'growth', '6.5-7.5')",,,,
https://bacdive.dsmz.de/strain/13756,"('Ref.: #31292', 'growth', '5.5-9.5')",,,,
https://bacdive.dsmz.de/strain/471,"('Ref.: #31311', 'growth', '6.5-9.0')",,,,
https://bacdive.dsmz.de/strain/2868,"('Ref.: #31315', 'growth', '5.5-9.0')",,,,
https://bacdive.dsmz.de/strain/11787,"('Ref.: #31320', 'growth', '6.7-9.5')",,,,
https://bacdive.dsmz.de/strain/7176,"('Ref.: #31326', 'growth', '5.0-7.0')",,,,
https://bacdive.dsmz.de/strain/7175,"('Ref.: #31326', 'growth', '5.0-8.0')",,,,
https://bacdive.dsmz.de/strain/10422,"('Ref.: #31331', 'growth', '4.2-7.0')",,,,
https://bacdive.dsmz.de/strain/1228,"('Ref.: #31332', 'growth', '5.5-7.5')",,,,
https://bacdive.dsmz.de/strain/16687,"('Ref.: #31348', 'growth', '6.0-8.8')",,,,
https://bacdive.dsmz.de/strain/17453,"('Ref.: #31351', 'growth', '5.6-8.0')",,,,
https://bacdive.dsmz.de/strain/11401,"('Ref.: #31358', 'growth', '3.5-6.0')",,,,
https://bacdive.dsmz.de/strain/11437,"('Ref.: #31358', 'growth', '4.5-6.5')",,,,
https://bacdive.dsmz.de/strain/13804,"('Ref.: #31370', 'growth', '6.5-8.5')",,,,
https://bacdive.dsmz.de/strain/1260,"('Ref.: #31374', 'growth', '6.5-9.0')",,,,
https://bacdive.dsmz.de/strain/11608,"('Ref.: #31377', 'growth', '6.2-9.2')",,,,
https://bacdive.dsmz.de/strain/10428,"('Ref.: #31378', 'growth', '4.5-7.5')",,,,
https://bacdive.dsmz.de/strain/16395,"('Ref.: #31389', 'growth', '7.0-8.0')",,,,
https://bacdive.dsmz.de/strain/14155,"('Ref.: #31399', 'growth', '4.5-8.5')",,,,
https://bacdive.dsmz.de/strain/14040,"('Ref.: #31400', 'growth', '5.5-9.0')",,,,
https://bacdive.dsmz.de/strain/1237,"('Ref.: #31402', 'growth', '5.5-8.0')",,,,
https://bacdive.dsmz.de/strain/10424,"('Ref.: #31405', 'growth', '5.4-6.9')",,,,
