link,Last LPSN update,Domain,Phylum,Class,Order,Family,Genus,Species,Ref 1,Ref 2,Ref 3,Ref 4,Ref 5,Ref 6,Ref 7,Ref 8,Ref 9,Ref 10
https://bacdive.dsmz.de/strain/132558,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Caryophanales,Staphylococcaceae,Abyssicoccus,Abyssicoccus albus,"('Ref.: #24347', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/132478,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Abyssivirga,Abyssivirga alkaniphila,"('Ref.: #24267', 'growth', '37')","('Ref.: #43989', 'growth', '15-42')","('Ref.: #43989', 'optimum', '37')",,,,,,,
https://bacdive.dsmz.de/strain/2838,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio alkalicellulosi,"('Ref.: #7000', 'growth', '35')",,,,,,,,,
https://bacdive.dsmz.de/strain/2853,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio clariflavus,"('Ref.: #8129', 'growth', '55')","('Ref.: #25435', 'optimum', '55-60')","('Ref.: #25435', 'growth', '45-65')","('Ref.: #29002', 'growth', '45-65')","('Ref.: #29002', 'optimum', '57.5')",,,,,
https://bacdive.dsmz.de/strain/2827,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio straminisolvens,"('Ref.: #6145', 'growth', '50')","('Ref.: #23077', 'optimum', '50.0')",,,,,,,,
https://bacdive.dsmz.de/strain/22965,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio thermocellus,"('Ref.: #18805', 'growth', '60')",,,,,,,,,
https://bacdive.dsmz.de/strain/131392,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Acetoanaerobium,Acetoanaerobium pronyense,"('Ref.: #22619', 'growth', '35')",,,,,,,,,
https://bacdive.dsmz.de/strain/2717,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Acetoanaerobium,Acetoanaerobium sticklandii,"('Ref.: #263', 'growth', '35')",,,,,,,,,
https://bacdive.dsmz.de/strain/2,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter aceti,"('Ref.: #1402', 'growth', '26')","('Ref.: #41703', 'growth', '30')","('Ref.: #46757', 'growth', '30')",,,,,,,
https://bacdive.dsmz.de/strain/9,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter lovaniensis,"('Ref.: #1703', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/19,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter oeni,"('Ref.: #17309', 'growth', '25')","('Ref.: #23234', 'optimum', '28')","('Ref.: #37461', 'growth', '25')",,,,,,,
https://bacdive.dsmz.de/strain/5409,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium bakii,"('Ref.: #3216', 'growth', '20')",,,,,,,,,
https://bacdive.dsmz.de/strain/5399,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium carbinolicum,"('Ref.: #1251', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/24007,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium carbinolicum,"('Ref.: #20231', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/5400,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium malicum,"('Ref.: #1595', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/5407,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium paludosum,"('Ref.: #3214', 'growth', '20')",,,,,,,,,
https://bacdive.dsmz.de/strain/5403,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium sp.,"('Ref.: #1074', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/5411,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium tundrae,"('Ref.: #3504', 'growth', '20')",,,,,,,,,
https://bacdive.dsmz.de/strain/5402,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium woodii,"('Ref.: #478', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/131580,23-11-2020 (DD-MM-YYYY),Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Acetobacteroides,Acetobacteroides hydrogenigenes,"('Ref.: #23376', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/5978,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Acetohalobium,Acetohalobium arabaticum,"('Ref.: #2083', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/17777,23-11-2020 (DD-MM-YYYY),Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,Acetomicrobium mobile,"('Ref.: #4960', 'growth', '55')","('Ref.: #43422', 'maximum', '55-60')","('Ref.: #43422', 'growth', '35-65')","('Ref.: #43698', 'growth', '35-65')","('Ref.: #43698', 'optimum', '55-60')",,,,,
https://bacdive.dsmz.de/strain/156535,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter anxifer,"('Ref.: #62849', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/317,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter denitrificans,"('Ref.: #4510', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/318,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter denitrificans,"('Ref.: #9090', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/141589,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter denitrificans,,,,,,,,,,
https://bacdive.dsmz.de/strain/140507,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter kerstersii,"('Ref.: #43168', 'growth', '37')","('Ref.: #43168', 'growth', '30')","('Ref.: #62850', 'growth', '37')",,,,,,,
https://bacdive.dsmz.de/strain/140854,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter marplatensis,"('Ref.: #60931', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/321,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter piechaudii,"('Ref.: #4338', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/309,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter ruhlandii,"('Ref.: #245', 'growth', '30')","('Ref.: #36484', 'growth', '30')",,,,,,,,
https://bacdive.dsmz.de/strain/311,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter sp.,"('Ref.: #9093', 'growth', '30')","('Ref.: #44149', 'growth', '30-37')",,,,,,,,
https://bacdive.dsmz.de/strain/312,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter sp.,"('Ref.: #9150', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/315,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter sp.,"('Ref.: #16619', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/22903,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter sp.,"('Ref.: #18773', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/23815,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter sp.,"('Ref.: #20488', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/143153,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter sp.,"('Ref.: #46622', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/299,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,"('Ref.: #4511', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/130853,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,"('Ref.: #22162', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/142779,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,,,,,,,,,,
https://bacdive.dsmz.de/strain/156471,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,"('Ref.: #62752', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/17960,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,"Eubacteriales, not assigned to family",Acidaminobacter,Acidaminobacter hydrogenoformans,"('Ref.: #1225', 'growth', '30')","('Ref.: #39471', 'growth', '30')",,,,,,,,
https://bacdive.dsmz.de/strain/16643,23-11-2020 (DD-MM-YYYY),Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus ambivalens,"('Ref.: #1468', 'growth', '80')",,,,,,,,,
https://bacdive.dsmz.de/strain/16640,23-11-2020 (DD-MM-YYYY),Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus brierleyi,"('Ref.: #614', 'growth', '70')",,,,,,,,,
https://bacdive.dsmz.de/strain/16641,23-11-2020 (DD-MM-YYYY),Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus brierleyi,"('Ref.: #2599', 'growth', '75')",,,,,,,,,
https://bacdive.dsmz.de/strain/16642,23-11-2020 (DD-MM-YYYY),Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus infernus,"('Ref.: #1310', 'growth', '88')",,,,,,,,,
https://bacdive.dsmz.de/strain/130738,23-11-2020 (DD-MM-YYYY),Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus sp.,"('Ref.: #21870', 'growth', '70')",,,,,,,,,
https://bacdive.dsmz.de/strain/131324,23-11-2020 (DD-MM-YYYY),Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus sp.,"('Ref.: #22551', 'growth', '65')",,,,,,,,,
https://bacdive.dsmz.de/strain/16644,23-11-2020 (DD-MM-YYYY),Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus sulfidivorans,"('Ref.: #7697', 'growth', '70')",,,,,,,,,
https://bacdive.dsmz.de/strain/132568,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,"Gammaproteobacteria, not assigned to order","Gammaproteobacteria, not assigned to family",Acidibacter,Acidibacter ferrireducens,"('Ref.: #24357', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/79,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidicaldus,Acidicaldus organivorans,"('Ref.: #6665', 'growth', '50')",,,,,,,,,
https://bacdive.dsmz.de/strain/133054,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidicapsa,Acidicapsa acidiphila,"('Ref.: #24842', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/133383,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidicapsa,Acidicapsa acidisoli,"('Ref.: #25290', 'growth', '10-35')","('Ref.: #25290', 'optimum', '25-30')","('Ref.: #64146', 'growth', '25')",,,,,,,
https://bacdive.dsmz.de/strain/142,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidicapsa,Acidicapsa borealis,"('Ref.: #17422', 'growth', '20')","('Ref.: #23352', 'maximum', '33')","('Ref.: #23352', 'minimum', '10')","('Ref.: #23352', 'optimum', '22-28')",,,,,,
https://bacdive.dsmz.de/strain/133053,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidicapsa,Acidicapsa ferrireducens,"('Ref.: #24841', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/158294,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Acidiferrobacter,Acidiferrobacter sp.,"('Ref.: #64954', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/4303,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Acidiferrobacter,Acidiferrobacter thiooxydans,"('Ref.: #1071', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/6149,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidihalobacter,Acidihalobacter aeolianus,"('Ref.: #5241', 'growth', '35')",,,,,,,,,
https://bacdive.dsmz.de/strain/24820,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidihalobacter,Acidihalobacter ferrooxydans,"('Ref.: #5242', 'growth', '35')",,,,,,,,,
https://bacdive.dsmz.de/strain/6148,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidihalobacter,Acidihalobacter prosperus,"('Ref.: #1930', 'growth', '35')",,,,,,,,,
https://bacdive.dsmz.de/strain/17799,23-11-2020 (DD-MM-YYYY),Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,Acidilobus aceticus,"('Ref.: #4331', 'growth', '80')",,,,,,,,,
https://bacdive.dsmz.de/strain/17800,23-11-2020 (DD-MM-YYYY),Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,Acidilobus saccharovorans,"('Ref.: #6576', 'growth', '80')",,,,,,,,,
https://bacdive.dsmz.de/strain/106,23-11-2020 (DD-MM-YYYY),Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,Acidimicrobium ferrooxidans,"('Ref.: #3908', 'growth', '45')","('Ref.: #22968', 'optimum', '45.0')",,,,,,,,
https://bacdive.dsmz.de/strain/26,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium cryptum,"('Ref.: #1068', 'growth', '28')","('Ref.: #23239', 'optimum', '35-41')",,,,,,,,
https://bacdive.dsmz.de/strain/27,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium cryptum,"('Ref.: #1069', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/28,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium cryptum,"('Ref.: #1168', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/31,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,"('Ref.: #4256', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/131572,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium sp.,"('Ref.: #22799', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/132354,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidipila,Acidipila dinghuensis,"('Ref.: #24143', 'growth', '30')","('Ref.: #43829', 'growth', '10-37')","('Ref.: #43829', 'optimum', '28-37')",,,,,,,
https://bacdive.dsmz.de/strain/132249,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidipila,Acidipila rosea,"('Ref.: #24038', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/5459,23-11-2020 (DD-MM-YYYY),Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,Acidiplasma aeolicum,"('Ref.: #7543', 'growth', '40')",,,,,,,,,
https://bacdive.dsmz.de/strain/5460,23-11-2020 (DD-MM-YYYY),Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,Acidiplasma cupricumulans,"('Ref.: #6551', 'growth', '55')",,,,,,,,,
https://bacdive.dsmz.de/strain/130545,23-11-2020 (DD-MM-YYYY),Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium damnosum,"('Ref.: #21734', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/130544,23-11-2020 (DD-MM-YYYY),Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium olivae,"('Ref.: #21733', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/81,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,Acidisoma tundrae,"('Ref.: #8416', 'growth', '20')","('Ref.: #22964', 'optimum', '15.0')",,,,,,,,
https://bacdive.dsmz.de/strain/67,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,Acidisphaera rubrifaciens,"('Ref.: #6239', 'growth', '30')","('Ref.: #23249', 'growth', '20-40')","('Ref.: #23249', 'optimum', '30-35')",,,,,,,
https://bacdive.dsmz.de/strain/17890,23-11-2020 (DD-MM-YYYY),Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,"Acidimicrobiales, not assigned to family",Aciditerrimonas,Aciditerrimonas ferrireducens,"('Ref.: #16166', 'growth', '50')",,,,,,,,,
https://bacdive.dsmz.de/strain/128,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus albertensis,"('Ref.: #5322', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/130138,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferridurans,"('Ref.: #21446', 'growth', '30')","('Ref.: #31013', 'optimum', '29')",,,,,,,,
https://bacdive.dsmz.de/strain/132357,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferriphilus,"('Ref.: #24146', 'growth', '30')","('Ref.: #43830', 'optimum', '30')",,,,,,,,
https://bacdive.dsmz.de/strain/119,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrivorans,"('Ref.: #6950', 'growth', '25')",,,,,,,,,
https://bacdive.dsmz.de/strain/129,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrivorans,"('Ref.: #16496', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/114,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,"('Ref.: #671', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/115,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,"('Ref.: #3582', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/116,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,"('Ref.: #3583', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/117,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,"('Ref.: #4380', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/120,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,"('Ref.: #17673', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/130137,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,"('Ref.: #21445', 'growth', '25')",,,,,,,,,
https://bacdive.dsmz.de/strain/122,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus thiooxidans,"('Ref.: #327', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/124,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus thiooxidans,"('Ref.: #4381', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/125,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus thiooxidans,"('Ref.: #5601', 'growth', '25')","('Ref.: #35699', 'growth', '25')",,,,,,,,
https://bacdive.dsmz.de/strain/132685,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus thiooxidans,"('Ref.: #24475', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/133033,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium ailaaui,"('Ref.: #24821', 'growth', '40')","('Ref.: #25069', 'growth', '15.0')","('Ref.: #25069', 'optimum', '40')",,,,,,,
https://bacdive.dsmz.de/strain/131,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium capsulatum,"('Ref.: #4255', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/23514,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium sp.,"('Ref.: #20232', 'growth', '25')",,,,,,,,,
https://bacdive.dsmz.de/strain/23515,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium sp.,"('Ref.: #20233', 'growth', '25')",,,,,,,,,
https://bacdive.dsmz.de/strain/23516,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium sp.,"('Ref.: #20234', 'growth', '25')",,,,,,,,,
https://bacdive.dsmz.de/strain/133532,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,Acidocella aluminiidurans,"('Ref.: #29361', 'growth', '17-42')","('Ref.: #64731', 'growth', '28')",,,,,,,,
https://bacdive.dsmz.de/strain/32,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium aminilyticum,"('Ref.: #4254', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/158255,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,Acidocella aquatica,"('Ref.: #64913', 'growth', '28')","('Ref.: #65256', 'optimum', '28')",,,,,,,,
https://bacdive.dsmz.de/strain/139828,23-11-2020 (DD-MM-YYYY),Bacteria,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus cellulolyticus,"('Ref.: #42436', 'growth', '55')",,,,,,,,,
