link,Last LPSN update,Domain,Phylum,Class,Order,Family,Genus,Species,Ref 1,Ref 2,Ref 3,Ref 4,Ref 5,Ref 6,Ref 7,Ref 8,Ref 9,Ref 10
https://bacdive.dsmz.de/strain/4271,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira mobilis,"('Ref.: #63', 'growth', '25')",,,,,,,,,
https://bacdive.dsmz.de/strain/4272,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira mobilis,"('Ref.: #64', 'growth', '25')",,,,,,,,,
https://bacdive.dsmz.de/strain/4273,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira mobilis,"('Ref.: #81', 'growth', '25')",,,,,,,,,
https://bacdive.dsmz.de/strain/4275,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira mobilis,"('Ref.: #1607', 'growth', '35')",,,,,,,,,
https://bacdive.dsmz.de/strain/4277,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira shaposhnikovii,"('Ref.: #966', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/4279,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira variabilis,"('Ref.: #15657', 'growth', '28')","('Ref.: #29039', 'growth', '20-45')","('Ref.: #29039', 'optimum', '32.5')",,,,,,,
https://bacdive.dsmz.de/strain/140755,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter acidisoli,"('Ref.: #43533', 'growth', '10-42')","('Ref.: #43533', 'optimum', '28')",,,,,,,,
https://bacdive.dsmz.de/strain/133,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter aggregans,"('Ref.: #8075', 'growth', '15-25')","('Ref.: #21411', 'maximum', '37')","('Ref.: #21411', 'minimum', '15')","('Ref.: #21411', 'optimum', '30')",,,,,,
https://bacdive.dsmz.de/strain/132350,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter dinghuensis,"('Ref.: #24139', 'growth', '28')","('Ref.: #44044', 'growth', '10-33')","('Ref.: #44044', 'optimum', '28-33')",,,,,,,
https://bacdive.dsmz.de/strain/132,23-11-2020 (DD-MM-YYYY),Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter modestus,"('Ref.: #7394', 'growth', '25')","('Ref.: #21411', 'maximum', '30')","('Ref.: #21411', 'minimum', '15')","('Ref.: #21411', 'optimum', '30')",,,,,,
https://bacdive.dsmz.de/strain/158741,23-11-2020 (DD-MM-YYYY),Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Edaphobaculum,Edaphobaculum flavum,"('Ref.: #65492', 'growth', '16-33')",,,,,,,,,
https://bacdive.dsmz.de/strain/4356,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella ictaluri,"('Ref.: #5120', 'growth', '28')","('Ref.: #37629', 'growth', '30')",,,,,,,,
https://bacdive.dsmz.de/strain/23553,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Caryophanales,Alicyclobacillaceae,Effusibacillus,Effusibacillus lacus,"('Ref.: #21348', 'growth', '45')",,,,,,,,,
https://bacdive.dsmz.de/strain/434,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Caryophanales,Alicyclobacillaceae,Effusibacillus,Effusibacillus pohliae,"('Ref.: #16497', 'growth', '55')","('Ref.: #32186', 'growth', '42-60')","('Ref.: #32186', 'optimum', '55')","('Ref.: #36573', 'growth', '55')",,,,,,
https://bacdive.dsmz.de/strain/141132,23-11-2020 (DD-MM-YYYY),Bacteria,Actinobacteria,Nitriliruptoria,Egibacterales,Egibacteraceae,Egibacter,Egibacter rhizosphaerae,"('Ref.: #44045', 'growth', '25-50')","('Ref.: #44045', 'optimum', '30-35')",,,,,,,,
https://bacdive.dsmz.de/strain/141116,23-11-2020 (DD-MM-YYYY),Bacteria,Actinobacteria,Nitriliruptoria,Egicoccales,Egicoccaceae,Egicoccus,Egicoccus halophilus,"('Ref.: #44027', 'growth', '20-40')","('Ref.: #44027', 'optimum', '30')",,,,,,,,
https://bacdive.dsmz.de/strain/17900,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Eionea,Eionea nigra,"('Ref.: #8292', 'growth', '28')","('Ref.: #42015', 'growth', '30')",,,,,,,,
https://bacdive.dsmz.de/strain/3788,23-11-2020 (DD-MM-YYYY),Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Microscillaceae,Eisenibacter,Eisenibacter elegans,"('Ref.: #1354', 'growth', '30')","('Ref.: #42265', 'growth', '25')",,,,,,,,
https://bacdive.dsmz.de/strain/3833,23-11-2020 (DD-MM-YYYY),Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Reichenbachiellaceae,Ekhidna,Ekhidna lutea,"('Ref.: #8028', 'growth', '28')","('Ref.: #29691', 'growth', '20-37')","('Ref.: #29691', 'optimum', '30')","('Ref.: #37780', 'growth', '30')",,,,,,
https://bacdive.dsmz.de/strain/17879,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Elioraea,Elioraea tepidiphila,"('Ref.: #7304', 'growth', '50')","('Ref.: #32309', 'growth', '45-50')","('Ref.: #32309', 'optimum', '47.5')",,,,,,,
https://bacdive.dsmz.de/strain/147700,23-11-2020 (DD-MM-YYYY),Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia meningoseptica,,,,,,,,,,
https://bacdive.dsmz.de/strain/5507,23-11-2020 (DD-MM-YYYY),Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia miricola,"('Ref.: #5389', 'growth', '30')","('Ref.: #41929', 'growth', '30')","('Ref.: #61683', 'growth', '30')",,,,,,,
https://bacdive.dsmz.de/strain/157086,23-11-2020 (DD-MM-YYYY),Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia ursingii,"('Ref.: #63589', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/140756,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Elstera,Elstera cyanobacteriorum,"('Ref.: #43534', 'growth', '20-37')","('Ref.: #43534', 'optimum', '28')",,,,,,,,
https://bacdive.dsmz.de/strain/14027,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Elstera,Elstera litoralis,"('Ref.: #8153', 'growth', '25')","('Ref.: #29917', 'growth', '10-25')","('Ref.: #29917', 'optimum', '22.5')",,,,,,,
https://bacdive.dsmz.de/strain/16401,23-11-2020 (DD-MM-YYYY),Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Embleya,Embleya scabrispora,"('Ref.: #10637', 'growth', '28')","('Ref.: #29930', 'growth', '18-36')","('Ref.: #33942', 'growth', '30')",,,,,,,
https://bacdive.dsmz.de/strain/133252,23-11-2020 (DD-MM-YYYY),Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosomaceae,Emticicia,Emticicia fontis,"('Ref.: #25109', 'growth', '10-30')","('Ref.: #25109', 'optimum', '25')",,,,,,,,
https://bacdive.dsmz.de/strain/134309,23-11-2020 (DD-MM-YYYY),Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosomaceae,Emticicia,Emticicia ginsengisoli,"('Ref.: #32367', 'growth', '04-30')","('Ref.: #32367', 'optimum', '22.5')",,,,,,,,
https://bacdive.dsmz.de/strain/3783,23-11-2020 (DD-MM-YYYY),Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosomaceae,Emticicia,Emticicia oligotrophica,"('Ref.: #6989', 'growth', '28')","('Ref.: #31704', 'growth', '15-42')","('Ref.: #31704', 'optimum', '37')",,,,,,,
https://bacdive.dsmz.de/strain/140503,23-11-2020 (DD-MM-YYYY),Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosomaceae,Emticicia,Emticicia paludis,"('Ref.: #43122', 'optimum', '25')","('Ref.: #43122', 'growth', '10-30')",,,,,,,,
https://bacdive.dsmz.de/strain/140681,23-11-2020 (DD-MM-YYYY),Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosomaceae,Emticicia,Emticicia soli,"('Ref.: #43446', 'growth', '10-37')",,,,,,,,,
https://bacdive.dsmz.de/strain/140464,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Endothiovibrio,Endothiovibrio diazotrophicus,"('Ref.: #43181', 'optimum', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/140757,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas acroporae,"('Ref.: #43535', 'growth', '20-30')","('Ref.: #43535', 'optimum', '30')",,,,,,,,
https://bacdive.dsmz.de/strain/23035,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas numazuensis,"('Ref.: #19246', 'growth', '25')","('Ref.: #30690', 'growth', '15-37')","('Ref.: #30690', 'optimum', '25')",,,,,,,
https://bacdive.dsmz.de/strain/130456,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,Enhydrobacter aerosaccus,"('Ref.: #21582', 'growth', '37')","('Ref.: #61657', 'growth', '30')",,,,,,,,
https://bacdive.dsmz.de/strain/10175,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Enhygromyxa,Enhygromyxa salina,"('Ref.: #5754', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/10176,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Enhygromyxa,Enhygromyxa salina,"('Ref.: #5761', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/155175,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens,"('Ref.: #61083', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/7793,23-11-2020 (DD-MM-YYYY),Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Enteractinococcus,Enteractinococcus fodinae,"('Ref.: #16562', 'growth', '28')","('Ref.: #29778', 'growth', '15-37')","('Ref.: #29778', 'optimum', '30')",,,,,,,
https://bacdive.dsmz.de/strain/158205,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter bugandensis,"('Ref.: #64804', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/131113,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cancerogenus,"('Ref.: #22405', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/4361,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,"('Ref.: #2550', 'growth', '30')","('Ref.: #39076', 'growth', '30')",,,,,,,,
https://bacdive.dsmz.de/strain/157346,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,"('Ref.: #63891', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/157683,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,"('Ref.: #64252', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/157684,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,"('Ref.: #64253', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/4364,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii,"('Ref.: #5731', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/4365,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii,"('Ref.: #5760', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/152760,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter mori,"('Ref.: #57754', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/156999,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter soli,"('Ref.: #63488', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/130293,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp.,"('Ref.: #21583', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/150190,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp.,,,,,,,,,,
https://bacdive.dsmz.de/strain/5346,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus aquimarinus,"('Ref.: #7131', 'growth', '37')","('Ref.: #31516', 'growth', '25-42')","('Ref.: #31516', 'optimum', '33.5')","('Ref.: #38378', 'growth', '37')",,,,,,
https://bacdive.dsmz.de/strain/5341,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus haemoperoxidus,"('Ref.: #6184', 'growth', '37')","('Ref.: #36096', 'growth', '37')","('Ref.: #56979', 'growth', '30-37')",,,,,,,
https://bacdive.dsmz.de/strain/152368,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,"('Ref.: #57253', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/5340,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus moraviensis,"('Ref.: #6183', 'growth', '37')","('Ref.: #33625', 'growth', '37')","('Ref.: #56976', 'growth', '30-37')",,,,,,,
https://bacdive.dsmz.de/strain/152151,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus moraviensis,"('Ref.: #56978', 'growth', '30-37')",,,,,,,,,
https://bacdive.dsmz.de/strain/5318,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,"('Ref.: #1844', 'growth', '37')","('Ref.: #40504', 'growth', '37')",,,,,,,,
https://bacdive.dsmz.de/strain/5319,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,"('Ref.: #1845', 'growth', '37')","('Ref.: #39161', 'growth', '37')",,,,,,,,
https://bacdive.dsmz.de/strain/143346,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,"('Ref.: #46853', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/5358,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus quebecensis,"('Ref.: #16797', 'growth', '37')","('Ref.: #61899', 'growth', '37')",,,,,,,,
https://bacdive.dsmz.de/strain/132904,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus rivorum,"('Ref.: #24692', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/132142,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus rotai,"('Ref.: #23932', 'growth', '37')","('Ref.: #30651', 'growth', '10-42')","('Ref.: #30651', 'optimum', '26')","('Ref.: #62665', 'growth', '37')",,,,,,
https://bacdive.dsmz.de/strain/5349,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus silesiacus,"('Ref.: #16521', 'growth', '37')","('Ref.: #31631', 'growth', '10-37')","('Ref.: #31631', 'optimum', '10-37')","('Ref.: #36503', 'growth', '37')",,,,,,
https://bacdive.dsmz.de/strain/5359,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus ureasiticus,"('Ref.: #16796', 'growth', '37')","('Ref.: #61898', 'growth', '37')",,,,,,,,
https://bacdive.dsmz.de/strain/5360,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus ureasiticus,"('Ref.: #16798', 'growth', '37')","('Ref.: #61897', 'growth', '37')",,,,,,,,
https://bacdive.dsmz.de/strain/132143,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus ureilyticus,"('Ref.: #23933', 'growth', '37')","('Ref.: #30651', 'growth', '10-42')","('Ref.: #30651', 'optimum', '26')",,,,,,,
https://bacdive.dsmz.de/strain/5353,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus viikkiensis,"('Ref.: #17312', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/5354,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus viikkiensis,"('Ref.: #17313', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/5355,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus viikkiensis,"('Ref.: #17314', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/5356,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus viikkiensis,"('Ref.: #17315', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/5357,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus viikkiensis,"('Ref.: #17430', 'growth', '37')",,,,,,,,,
https://bacdive.dsmz.de/strain/17215,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio calviensis,"('Ref.: #5314', 'growth', '28')","('Ref.: #39654', 'growth', '30')","('Ref.: #58082', 'growth', '30')",,,,,,,
https://bacdive.dsmz.de/strain/17217,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio coralii,"('Ref.: #7933', 'growth', '28')","('Ref.: #31347', 'growth', '20-30')","('Ref.: #31347', 'optimum', '25')",,,,,,,
https://bacdive.dsmz.de/strain/132372,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio pacificus,"('Ref.: #24161', 'growth', '28')","('Ref.: #44046', 'growth', '10-37')","('Ref.: #44046', 'optimum', '28')",,,,,,,
https://bacdive.dsmz.de/strain/13785,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tritonibacter,Tritonibacter mobilis,"('Ref.: #16844', 'growth', '28')","('Ref.: #32143', 'growth', '16-42')","('Ref.: #32143', 'optimum', '33.5')","('Ref.: #34988', 'growth', '30')",,,,,,
https://bacdive.dsmz.de/strain/13786,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tritonibacter,Tritonibacter mobilis,"('Ref.: #16845', 'growth', '28')","('Ref.: #31871', 'growth', '05-35')","('Ref.: #31871', 'optimum', '25-30')","('Ref.: #37467', 'growth', '30')",,,,,,
https://bacdive.dsmz.de/strain/13843,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tritonibacter,Tritonibacter multivorans,"('Ref.: #18233', 'growth', '30')","('Ref.: #30217', 'growth', '15-37')",,,,,,,,
https://bacdive.dsmz.de/strain/13787,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tritonibacter,Tritonibacter scottomollicae,"('Ref.: #18003', 'growth', '20')","('Ref.: #32649', 'growth', '04-40')","('Ref.: #32649', 'optimum', '30')","('Ref.: #60762', 'growth', '20')",,,,,,
https://bacdive.dsmz.de/strain/24523,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tritonibacter,Tritonibacter ulvae,"('Ref.: #21250', 'growth', '25')","('Ref.: #30714', 'growth', '12-34')","('Ref.: #30714', 'optimum', '25')",,,,,,,
https://bacdive.dsmz.de/strain/24524,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tritonibacter,Tritonibacter ulvae,"('Ref.: #21251', 'growth', '25')",,,,,,,,,
https://bacdive.dsmz.de/strain/24719,23-11-2020 (DD-MM-YYYY),Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ercella,Ercella succinigenes,"('Ref.: #21342', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/131712,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,"('Ref.: #23508', 'growth', '28')",,,,,,,,,
https://bacdive.dsmz.de/strain/157363,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium carotovorum subsp. carotovorum,"('Ref.: #63908', 'growth', '25')",,,,,,,,,
https://bacdive.dsmz.de/strain/140918,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia endophytica,,,,,,,,,,
https://bacdive.dsmz.de/strain/140998,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter aquimixticola,"('Ref.: #43884', 'optimum', '30')","('Ref.: #43884', 'growth', '10-37')",,,,,,,,
https://bacdive.dsmz.de/strain/140758,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter arachoides,"('Ref.: #43536', 'optimum', '25')",,,,,,,,,
https://bacdive.dsmz.de/strain/5382,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter citreus,"('Ref.: #5351', 'growth', '20')","('Ref.: #38663', 'growth', '25')",,,,,,,,
https://bacdive.dsmz.de/strain/5385,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania,Qipengyuania flava,"('Ref.: #6442', 'growth', '30')","('Ref.: #36688', 'growth', '30')",,,,,,,,
https://bacdive.dsmz.de/strain/5383,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter gaetbuli,"('Ref.: #6340', 'growth', '30')",,,,,,,,,
https://bacdive.dsmz.de/strain/133565,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Aurantiacibacter,Aurantiacibacter gangjinensis,"('Ref.: #29551', 'growth', '15-37')","('Ref.: #29551', 'optimum', '30')",,,,,,,,
https://bacdive.dsmz.de/strain/133796,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Parerythrobacter,Parerythrobacter jejuensis,"('Ref.: #30540', 'growth', '15-37')","('Ref.: #30540', 'optimum', '30')",,,,,,,,
https://bacdive.dsmz.de/strain/5381,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis,"('Ref.: #3290', 'growth', '28')","('Ref.: #23246', 'optimum', '25-30')","('Ref.: #37251', 'growth', '25')",,,,,,,
https://bacdive.dsmz.de/strain/133748,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter marinus,"('Ref.: #30381', 'growth', '04-34')","('Ref.: #30381', 'optimum', '25')","('Ref.: #62344', 'growth', '30')",,,,,,,
https://bacdive.dsmz.de/strain/133552,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter nanhaisediminis,"('Ref.: #29483', 'growth', '04-45')","('Ref.: #29483', 'optimum', '30')",,,,,,,,
